"ID","NAME","STATUS","OPENINGTIME","CLOSINGTIME","DAYSOFWEEK","PARTOFREFERENCE","MANAGINGORGANIZATION","TYPECODE","TYPEDESCRIPTION"
M254,Cama M254,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M256,Cama M256,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M257,Cama M257,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M258,Cama M258,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M259,Cama M259,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M260,Cama M260,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M261,Cama M261,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M262,Cama M262,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M263,Cama M263,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M264,Cama M264,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M265,Cama M265,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M266,Cama M266,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M279,Cama M279,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M280,Cama M280,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M281,Cama M281,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M282,Cama M282,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M283,Cama M283,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M284,Cama M284,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M285,Cama M285,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M286,Cama M286,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M287,Cama M287,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M288,Cama M288,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M289,Cama M289,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M290,Cama M290,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M291,Cama M291,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M292,Cama M292,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M293,Cama M293,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M200,COBG,BD,Bed
M301,Cama M301,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M302,Cama M302,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M303,Cama M303,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M304,Cama M304,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M305,Cama M305,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M306,Cama M306,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M307,Cama M307,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M308,Cama M308,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M309,Cama M309,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M310,Cama M310,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M311,Cama M311,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M312,Cama M312,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M313,Cama M313,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M314,Cama M314,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M315,Cama M315,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M316,Cama M316,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M317,Cama M317,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M318,Cama M318,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M319,Cama M319,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M320,Cama M320,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M321,Cama M321,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M322,Cama M322,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M323,Cama M323,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M324,Cama M324,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M325,Cama M325,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M326,Cama M326,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M327,Cama M327,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M328,Cama M328,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M329,Cama M329,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M330,Cama M330,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M331,Cama M331,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M332,Cama M332,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M333,Cama M333,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M334,Cama M334,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M335,Cama M335,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M336,Cama M336,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M337,Cama M337,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M338,Cama M338,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M339,Cama M339,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M340,Cama M340,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M341,Cama M341,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M342,Cama M342,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M343,Cama M343,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M344,Cama M344,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M345,Cama M345,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M346,Cama M346,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M347,Cama M347,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
M348,Cama M348,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",M3B,COBG,BD,Bed
A109,Cama A109,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
BIS1,Cama BIS1,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB01,CPSQ,BD,Bed
B006,Cama B006,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PD00,CPSQ,BD,Bed
B101,Cama B101,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B103,Cama B103,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B105,Cama B105,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B109,Cama B109,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B112,Cama B112,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B113,Cama B113,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B115,Cama B115,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B117,Cama B117,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B119,Cama B119,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B121,Cama B121,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B123,Cama B123,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B125,Cama B125,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B126,Cama B126,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA01,CPSQ,BD,Bed
B127,Cama B127,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B129,Cama B129,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B131,Cama B131,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B133,Cama B133,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B135,Cama B135,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B137,Cama B137,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B139,Cama B139,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O100,CONC,BD,Bed
B201,Cama B201,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA02,CPSQ,BD,Bed
B203,Cama B203,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B204,Cama B204,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B221,Cama B221,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B222,Cama B222,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B225,Cama B225,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B226,Cama B226,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA02,CPSQ,BD,Bed
B227,Cama B227,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B229,Cama B229,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B231,Cama B231,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B233,Cama B233,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O200,CONC,BD,Bed
B259,Cama B259,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B261,Cama B261,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B263,Cama B263,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B265,Cama B265,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B267,Cama B267,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B269,Cama B269,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B271,Cama B271,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B273,Cama B273,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B275,Cama B275,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B277,Cama B277,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C250,CMQUI,BD,Bed
B301,Cama B301,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B303,Cama B303,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B305,Cama B305,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B306,Cama B306,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B307,Cama B307,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B308,Cama B308,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B309,Cama B309,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B310,Cama B310,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B311,Cama B311,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B313,Cama B313,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B315,Cama B315,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B316,Cama B316,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B317,Cama B317,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B319,Cama B319,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B321,Cama B321,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B323,Cama B323,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B324,Cama B324,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B325,Cama B325,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B327,Cama B327,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",C300,CMQUI,BD,Bed
B329,Cama B329,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B331,Cama B331,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B333,Cama B333,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B335,Cama B335,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B336,Cama B336,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
B339,Cama B339,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",O300,CONC,BD,Bed
P204,Cama P204,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P205,Cama P205,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P206,Cama P206,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P207,Cama P207,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P208,Cama P208,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P209,Cama P209,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P210,Cama P210,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P211,Cama P211,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P212,Cama P212,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P213,Cama P213,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P214,Cama P214,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P215,Cama P215,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P216,Cama P216,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P217,Cama P217,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P218,Cama P218,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P219,Cama P219,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P220,Cama P220,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P221,Cama P221,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P222,Cama P222,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P223,Cama P223,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P224,Cama P224,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P225,Cama P225,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PB02,CPSQ,BD,Bed
P226,Cama P226,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA02,CPSQ,BD,Bed
P227,Cama P227,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA02,CPSQ,BD,Bed
P228,Cama P228,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA02,CPSQ,BD,Bed
P229,Cama P229,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",PA02,CPSQ,BD,Bed
U906,Cama U906,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U907,Cama U907,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U908,Cama U908,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U909,Cama U909,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U910,Cama U910,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U911,Cama U911,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U912,Cama U912,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U913,Cama U913,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U914,Cama U914,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U915,Cama U915,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U916,Cama U916,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U917,Cama U917,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U918,Cama U918,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U919,Cama U919,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U920,Cama U920,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
U999,Cama U999,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UHU1,Cama UHU1,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",UHU,CMQUI,BD,Bed
UHU2,Cama UHU2,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",UHU,CMQUI,BD,Bed
UHU3,Cama UHU3,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",UHU,CMQUI,BD,Bed
UHU4,Cama UHU4,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",UHU,CMQUI,BD,Bed
UHU5,Cama UHU5,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",UHU,CMQUI,BD,Bed
UHU6,Cama UHU6,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",UHU,CMQUI,BD,Bed
UT01,Cama UT01,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT02,Cama UT02,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT03,Cama UT03,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT04,Cama UT04,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT05,Cama UT05,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT06,Cama UT06,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT07,Cama UT07,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT08,Cama UT08,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT09,Cama UT09,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT10,Cama UT10,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT11,Cama UT11,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT12,Cama UT12,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT13,Cama UT13,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT14,Cama UT14,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT15,Cama UT15,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT16,Cama UT16,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT17,Cama UT17,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT18,Cama UT18,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT19,Cama UT19,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
UT20,Cama UT20,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",U999,CMQUI,BD,Bed
I124,Cama I124,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I125,Cama I125,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I126,Cama I126,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I127,Cama I127,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I151,Cama I151,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I152,Cama I152,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I153,Cama I153,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I154,Cama I154,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I155,Cama I155,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I156,Cama I156,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
I157,Cama I157,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun",I100,CINF,BD,Bed
